name,normalized_name,prefecture,city,address,postal_code,latitude,longitude,phone_number,website_url,opening_hours,source,source_id,source_url
玉の湯,玉の湯,福岡県,,,,33.1670979,130.4069153,+81 0944-72-3862,http://fukuoka1010.com/chikugo/tamanoyu/,,openstreetmap,node/3730375839,https://www.openstreetmap.org/node/3730375839
ホテルモントレ福岡,ホテルモントレ福岡,福岡県,福岡市,福岡県福岡市中央区渡辺通３丁４-１３,,33.5847264,130.404609,,,,openstreetmap,node/9555322519,https://www.openstreetmap.org/node/9555322519
ウェルビー福岡,ウェルビー福岡,福岡県,,,,33.591427,130.4110273,,,,openstreetmap,node/11442937669,https://www.openstreetmap.org/node/11442937669
SHIAGARU SAUNA,shiagarusauna,福岡県,,,,33.5928052,130.3971533,,,,openstreetmap,node/11593067369,https://www.openstreetmap.org/node/11593067369
サウナヨーガン福岡天神,サウナヨーガン福岡天神,福岡県,,,,33.593418,130.3927081,,,"Mo-We,Fr-Su 07:30-24:00; Th 13:00-24:00",openstreetmap,node/11917182769,https://www.openstreetmap.org/node/11917182769
テンジンサウナ,テンジンサウナ,福岡県,,,,33.585491,130.4005556,,,,openstreetmap,node/12287841953,https://www.openstreetmap.org/node/12287841953
健康ランド みかさの湯,健康ランドみかさの湯,福岡県,,,,33.524855,130.5270553,,,Mo-Su 10:00-22:00,openstreetmap,node/13613749593,https://www.openstreetmap.org/node/13613749593
