original_name,source_id,source_url,reason
岩盤浴場 いきいき館,node/6962336548,https://www.openstreetmap.org/node/6962336548,岩盤浴・ホットヨガのみの可能性があります
,node/12381319352,https://www.openstreetmap.org/node/12381319352,施設名がありません
,node/12473272861,https://www.openstreetmap.org/node/12473272861,施設名がありません
