original_name,source_id,source_url,reason
御幸湯(廃業),node/6362383689,https://www.openstreetmap.org/node/6362383689,施設名に閉店・廃業を示す表記があります
生田浴場(廃業),node/6466703385,https://www.openstreetmap.org/node/6466703385,施設名に閉店・廃業を示す表記があります
永生湯(廃業),node/6467586387,https://www.openstreetmap.org/node/6467586387,施設名に閉店・廃業を示す表記があります
,node/12995325630,https://www.openstreetmap.org/node/12995325630,施設名がありません
