original_name,source_id,source_url,reason
,node/12988773884,https://www.openstreetmap.org/node/12988773884,施設名がありません
,way/1235138559,https://www.openstreetmap.org/way/1235138559,施設名がありません
,way/1268125390,https://www.openstreetmap.org/way/1268125390,施設名がありません
